15:22:51.883	TCP	1	CLOSED
15:22:51.936	TCP	2	CLOSED
15:22:51.989	TCP	3	CLOSED
15:22:52.041	TCP	4	CLOSED
15:22:52.094	TCP	5	CLOSED
15:22:52.147	TCP	6	CLOSED
15:22:52.200	TCP	7	CLOSED
15:22:52.253	TCP	8	CLOSED
15:22:52.305	TCP	9	CLOSED
15:22:52.358	TCP	10	CLOSED
15:22:52.411	TCP	11	CLOSED
15:22:52.463	TCP	12	CLOSED
15:22:52.515	TCP	13	CLOSED
15:22:52.568	TCP	14	CLOSED
15:22:52.621	TCP	15	CLOSED
15:22:52.674	TCP	16	CLOSED
15:22:52.725	TCP	17	CLOSED
15:22:52.778	TCP	18	CLOSED
15:22:52.831	TCP	19	CLOSED
15:22:52.884	TCP	20	CLOSED
15:22:52.886	TCP	21	OPEN
15:22:52.939	TCP	22	CLOSED
15:22:52.992	TCP	23	CLOSED
15:22:53.045	TCP	24	CLOSED
15:22:53.098	TCP	25	CLOSED
15:22:53.150	TCP	26	CLOSED
15:22:53.203	TCP	27	CLOSED
15:22:53.255	TCP	28	CLOSED
15:22:53.310	TCP	29	CLOSED
15:22:53.362	TCP	30	CLOSED
15:22:53.415	TCP	31	CLOSED
15:22:53.468	TCP	32	CLOSED
15:22:53.521	TCP	33	CLOSED
15:22:53.574	TCP	34	CLOSED
15:22:53.626	TCP	35	CLOSED
15:22:53.679	TCP	36	CLOSED
15:22:53.732	TCP	37	CLOSED
15:22:53.784	TCP	38	CLOSED
15:22:53.837	TCP	39	CLOSED
15:22:53.891	TCP	40	CLOSED
15:22:53.943	TCP	41	CLOSED
15:22:53.995	TCP	42	CLOSED
15:22:54.048	TCP	43	CLOSED
15:22:54.101	TCP	44	CLOSED
15:22:54.153	TCP	45	CLOSED
15:22:54.206	TCP	46	CLOSED
15:22:54.259	TCP	47	CLOSED
15:22:54.311	TCP	48	CLOSED
15:22:54.364	TCP	49	CLOSED
15:22:54.417	TCP	50	CLOSED
15:22:54.470	TCP	51	CLOSED
15:22:54.522	TCP	52	CLOSED
15:22:54.575	TCP	53	CLOSED
15:22:54.628	TCP	54	CLOSED
15:22:54.680	TCP	55	CLOSED
15:22:54.733	TCP	56	CLOSED
15:22:54.785	TCP	57	CLOSED
15:22:54.838	TCP	58	CLOSED
15:22:54.890	TCP	59	CLOSED
15:22:54.943	TCP	60	CLOSED
15:22:54.995	TCP	61	CLOSED
15:22:55.047	TCP	62	CLOSED
15:22:55.100	TCP	63	CLOSED
15:22:55.153	TCP	64	CLOSED
15:22:55.205	TCP	65	CLOSED
15:22:55.257	TCP	66	CLOSED
15:22:55.309	TCP	67	CLOSED
15:22:55.362	TCP	68	CLOSED
15:22:55.415	TCP	69	CLOSED
15:22:55.468	TCP	70	CLOSED
15:22:55.520	TCP	71	CLOSED
15:22:55.573	TCP	72	CLOSED
15:22:55.625	TCP	73	CLOSED
15:22:55.678	TCP	74	CLOSED
15:22:55.731	TCP	75	CLOSED
15:22:55.785	TCP	76	CLOSED
15:22:55.837	TCP	77	CLOSED
15:22:55.889	TCP	78	CLOSED
15:22:55.941	TCP	79	CLOSED
15:22:55.944	TCP	80	OPEN
15:22:55.996	TCP	81	CLOSED
15:22:56.049	TCP	82	CLOSED
15:22:56.102	TCP	83	CLOSED
15:22:56.154	TCP	84	CLOSED
15:22:56.207	TCP	85	CLOSED
15:22:56.259	TCP	86	CLOSED
15:22:56.311	TCP	87	CLOSED
15:22:56.364	TCP	88	CLOSED
15:22:56.417	TCP	89	CLOSED
15:22:56.470	TCP	90	CLOSED
15:22:56.523	TCP	91	CLOSED
15:22:56.576	TCP	92	CLOSED
15:22:56.627	TCP	93	CLOSED
15:22:56.680	TCP	94	CLOSED
15:22:56.731	TCP	95	CLOSED
15:22:56.783	TCP	96	CLOSED
15:22:56.863	TCP	97	CLOSED
15:22:56.915	TCP	98	CLOSED
15:22:56.967	TCP	99	CLOSED
15:22:57.019	TCP	100	CLOSED
15:22:57.071	TCP	101	CLOSED
15:22:57.123	TCP	102	CLOSED
15:22:57.175	TCP	103	CLOSED
15:22:57.227	TCP	104	CLOSED
15:22:57.278	TCP	105	CLOSED
15:22:57.331	TCP	106	CLOSED
15:22:57.382	TCP	107	CLOSED
15:22:57.434	TCP	108	CLOSED
15:22:57.486	TCP	109	CLOSED
15:22:57.537	TCP	110	CLOSED
15:22:57.589	TCP	111	CLOSED
15:22:57.641	TCP	112	CLOSED
15:22:57.693	TCP	113	CLOSED
15:22:57.745	TCP	114	CLOSED
15:22:57.796	TCP	115	CLOSED
15:22:57.848	TCP	116	CLOSED
15:22:57.900	TCP	117	CLOSED
15:22:57.952	TCP	118	CLOSED
15:22:58.003	TCP	119	CLOSED
15:22:58.055	TCP	120	CLOSED
15:22:58.107	TCP	121	CLOSED
15:22:58.159	TCP	122	CLOSED
15:22:58.211	TCP	123	CLOSED
15:22:58.263	TCP	124	CLOSED
15:22:58.315	TCP	125	CLOSED
15:22:58.366	TCP	126	CLOSED
15:22:58.418	TCP	127	CLOSED
